candidate_id,display_label,asset,report_exists,evaluations_exists,runtime_errors,total_trades,net_pnl,rating,quality_status,trusted_for_promotion,primary_reason
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,NEAR,True,True,115,2,38.62,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,NEM,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,NVDA,True,True,115,1,34.29,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,OIL,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,OIL_FUT,True,True,115,2,173.69,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,PAXG,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,QQQ,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,RIOT,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,SILVER,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,SILVER_FUT,True,True,115,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,SOL,True,True,115,1,62.34,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,SPY,True,True,115,1,-32.76,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,USDCAD,True,True,115,1,-32.73,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,USDCHF,True,True,115,1,-15.57,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,USDJPY,True,True,115,1,-18.02,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_RELAXED_PULLBACK_V1,OLD_MR_RELAXED,XRP,True,True,115,1,68.14,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,AUDUSD,True,True,149,1,-37.61,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,BNB,True,True,149,1,36.35,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,BRENT_FUT,True,True,149,1,84.03,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,BTC,True,True,149,6,-149.19,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,COIN,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,COPPER_FUT,True,True,149,1,-95.72,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,DOGE,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,DXY,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,ETH,True,True,149,5,-580.94,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,EURUSD,True,True,149,1,-34.04,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,GBPUSD,True,True,149,3,-101.16,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,GDX,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,GLD,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,GOLD,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,GOLD_FUT,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,MARA,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,MSTR,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,NEAR,True,True,149,1,-110.31,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,NEM,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,NVDA,True,True,149,1,34.29,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,OIL,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,OIL_FUT,True,True,149,1,82.79,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,PAXG,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,QQQ,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,RIOT,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,SILVER,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
MR_TARGET_1R_V1,OLD_MR_1R,SILVER_FUT,True,True,149,0,0.0,INSUFFICIENT_SAMPLE,CHECK,False,Runtime errors exist for this candidate.
